user_id,item_id,score
1,41,0.0
1,30,1.0
1,14,0.0
1,99,0.0
1,66,1.0
1,61,0.0
1,59,1.0
1,7,1.0
1,72,0.0
1,23,1.0
1,24,0.0
1,35,0.0
1,21,1.0
1,64,0.0
1,9,0.0
1,34,1.0
1,39,0.0
1,3,0.0
1,52,0.0
1,11,0.0
1,32,0.0
1,81,0.0
1,53,0.0
1,50,1.0
1,12,1.0
1,62,1.0
1,65,0.0
1,89,0.0
1,75,0.0
1,36,0.0
1,44,0.0
1,87,1.0
1,51,0.0
1,63,0.0
1,82,1.0
1,94,0.0
1,85,0.0
1,48,1.0
1,18,0.0
1,91,0.0
1,26,0.0
1,95,0.0
1,17,0.0
1,86,1.0
1,79,0.0
1,38,0.0
1,20,0.0
1,49,0.0
1,58,0.0
1,10,0.0
1,80,1.0
1,55,1.0
1,69,0.0
1,33,0.0
1,70,0.0
1,45,1.0
1,78,0.0
1,4,0.0
1,25,1.0
1,97,0.0
1,13,0.0
1,88,1.0
1,68,0.0
1,47,0.0
2,77,0.0
2,23,0.0
2,30,1.0
2,28,1.0
2,63,0.0
2,43,0.0
2,50,1.0
2,93,0.0
2,80,1.0
2,68,0.0
2,56,0.0
2,58,1.0
2,25,1.0
2,3,1.0
2,61,0.0
2,97,0.0
2,54,0.0
2,11,0.0
2,29,0.0
2,67,0.0
2,13,0.0
2,41,1.0
2,16,0.0
2,37,0.0
2,75,1.0
2,40,1.0
2,14,0.0
2,18,1.0
2,47,0.0
2,10,0.0
2,44,0.0
2,42,0.0
2,53,1.0
2,52,0.0
2,64,0.0
2,51,0.0
2,66,1.0
2,46,1.0
2,48,1.0
2,36,1.0
2,4,1.0
2,59,0.0
2,17,0.0
2,26,0.0
2,5,0.0
2,49,1.0
2,95,1.0
2,32,1.0
2,98,0.0
2,22,1.0
2,70,1.0
2,81,0.0
2,65,1.0
2,55,1.0
2,38,0.0
3,44,1.0
3,23,0.0
3,24,0.0
3,9,0.0
3,50,0.0
3,12,1.0
3,29,0.0
3,63,0.0
3,34,1.0
3,79,0.0
3,45,0.0
3,55,1.0
3,39,0.0
3,4,1.0
3,93,0.0
3,67,1.0
3,13,0.0
3,10,0.0
3,82,0.0
3,70,1.0
3,51,0.0
3,36,0.0
3,66,1.0
3,35,1.0
3,15,1.0
3,73,1.0
3,16,0.0
3,26,0.0
3,5,1.0
3,94,0.0
3,69,1.0
3,40,0.0
3,74,1.0
3,38,0.0
3,64,1.0
3,19,1.0
3,54,0.0
3,33,0.0
3,65,1.0
3,25,1.0
3,28,1.0
3,56,0.0
3,6,0.0
3,47,0.0
3,2,0.0
3,57,0.0
3,62,1.0
3,81,1.0
3,1,0.0
3,77,1.0
3,78,0.0
3,98,0.0
3,68,0.0
3,96,1.0
3,22,1.0
3,7,1.0
3,41,1.0
4,92,1.0
4,1,0.0
4,34,1.0
4,44,1.0
4,63,0.0
4,98,1.0
4,20,0.0
4,94,0.0
4,27,0.0
4,61,0.0
4,10,0.0
4,43,0.0
4,4,0.0
4,12,1.0
4,64,0.0
4,65,0.0
4,59,1.0
4,26,0.0
4,54,0.0
4,16,0.0
4,24,0.0
4,78,0.0
4,67,0.0
4,81,0.0
4,5,0.0
4,14,0.0
4,69,1.0
4,49,1.0
4,52,0.0
4,62,1.0
4,30,0.0
4,25,1.0
4,33,0.0
4,75,0.0
4,15,1.0
4,57,0.0
4,99,0.0
4,77,1.0
4,40,0.0
4,60,1.0
4,45,0.0
4,11,0.0
4,50,0.0
4,76,0.0
4,58,0.0
4,18,1.0
4,51,0.0
4,7,0.0
4,41,1.0
4,9,0.0
4,96,1.0
4,47,0.0
4,38,0.0
4,13,0.0
4,31,0.0
5,43,1.0
5,8,1.0
5,96,0.0
5,17,0.0
5,77,1.0
5,4,1.0
5,50,0.0
5,36,1.0
5,10,0.0
5,37,1.0
5,92,1.0
5,31,0.0
5,64,0.0
5,25,1.0
5,1,0.0
5,51,0.0
5,78,1.0
5,19,1.0
5,80,1.0
5,63,0.0
5,61,0.0
5,44,1.0
5,24,0.0
5,7,1.0
5,27,0.0
5,52,0.0
5,42,0.0
5,55,1.0
5,97,0.0
5,40,1.0
5,57,0.0
5,58,1.0
5,38,0.0
5,69,1.0
5,100,1.0
5,67,0.0
5,15,1.0
5,56,0.0
5,9,0.0
5,81,1.0
5,21,1.0
5,60,0.0
5,65,0.0
5,47,0.0
5,14,0.0
5,33,0.0
5,30,0.0
5,53,0.0
5,26,0.0
5,54,0.0
5,93,0.0
5,62,1.0
5,49,1.0
5,13,0.0
5,32,0.0
6,44,1.0
6,58,1.0
6,98,1.0
6,53,0.0
6,48,1.0
6,15,1.0
6,76,1.0
6,32,1.0
6,80,1.0
6,28,1.0
6,67,1.0
6,61,0.0
6,20,0.0
6,10,0.0
6,4,1.0
6,33,0.0
6,18,1.0
6,52,0.0
6,31,0.0
6,45,0.0
6,62,1.0
6,75,1.0
6,56,0.0
6,23,1.0
6,7,1.0
6,1,0.0
6,55,0.0
6,95,1.0
6,13,0.0
6,65,1.0
6,21,1.0
6,79,0.0
