user_id,item_id,score
1,59,0.0
1,16,0.0
1,43,1.0
1,35,0.0
1,76,0.0
1,22,0.0
1,51,0.0
1,12,1.0
1,49,1.0
1,63,0.0
1,74,1.0
1,53,0.0
1,31,1.0
1,80,1.0
1,30,1.0
1,70,1.0
1,54,0.0
1,25,1.0
1,61,1.0
1,34,0.0
1,27,0.0
1,69,0.0
1,71,0.0
1,40,0.0
1,45,1.0
1,85,0.0
1,48,0.0
1,37,0.0
1,75,0.0
1,86,1.0
1,20,1.0
1,77,0.0
1,36,1.0
1,23,0.0
1,83,1.0
1,6,0.0
1,57,0.0
1,14,0.0
1,39,0.0
1,66,0.0
1,79,1.0
1,10,1.0
1,81,0.0
1,33,0.0
1,24,0.0
1,7,1.0
1,9,1.0
1,28,1.0
1,56,0.0
1,78,0.0
1,82,0.0
1,21,1.0
1,8,0.0
1,72,0.0
1,68,1.0
2,95,0.0
2,9,0.0
2,82,0.0
2,14,1.0
2,1,0.0
2,23,0.0
2,5,1.0
2,90,1.0
2,69,0.0
2,8,1.0
2,91,0.0
2,3,0.0
2,12,0.0
2,2,1.0
2,65,0.0
2,80,0.0
2,81,1.0
2,64,1.0
2,96,1.0
2,94,0.0
2,18,0.0
2,25,0.0
2,62,1.0
2,93,0.0
2,86,0.0
2,21,1.0
2,83,0.0
2,16,0.0
2,85,0.0
2,84,0.0
2,92,1.0
2,20,0.0
3,44,1.0
3,63,1.0
3,34,1.0
3,88,0.0
3,68,0.0
3,5,0.0
3,84,0.0
3,40,1.0
3,47,1.0
3,7,0.0
3,48,1.0
3,69,0.0
3,83,0.0
3,26,1.0
3,64,0.0
3,91,1.0
3,6,1.0
3,36,1.0
3,79,1.0
3,27,0.0
3,67,1.0
3,59,1.0
3,12,1.0
3,97,0.0
3,33,1.0
3,16,0.0
3,96,0.0
3,45,0.0
3,95,1.0
3,15,1.0
3,92,0.0
3,28,0.0
3,102,0.0
3,32,0.0
3,22,1.0
3,43,1.0
3,23,0.0
3,103,1.0
3,65,1.0
3,57,0.0
3,42,1.0
3,58,0.0
3,85,0.0
3,78,0.0
3,71,1.0
3,38,1.0
3,8,0.0
3,25,1.0
3,70,0.0
3,18,1.0
3,62,0.0
3,100,1.0
3,20,1.0
3,74,0.0
3,94,0.0
3,86,0.0
3,9,1.0
3,2,1.0
3,93,0.0
3,82,0.0
3,4,1.0
3,60,1.0
3,90,0.0
3,41,1.0
3,72,0.0
4,44,0.0
4,42,0.0
4,74,1.0
4,83,0.0
4,1,1.0
4,34,0.0
4,84,0.0
4,40,0.0
4,45,0.0
4,77,0.0
4,5,0.0
4,104,0.0
4,95,1.0
4,49,0.0
4,82,0.0
4,43,0.0
4,59,0.0
4,9,0.0
4,8,1.0
4,80,0.0
4,72,0.0
4,75,0.0
4,57,0.0
4,97,0.0
4,35,0.0
4,99,0.0
4,102,1.0
4,73,0.0
4,28,0.0
4,61,1.0
4,79,1.0
4,100,0.0
4,6,1.0
4,92,1.0
4,103,0.0
4,38,0.0
4,86,1.0
4,87,0.0
4,105,1.0
4,90,1.0
4,4,1.0
4,37,0.0
4,41,0.0
4,93,0.0
4,48,0.0
4,112,0.0
4,108,1.0
4,94,0.0
4,109,0.0
4,7,1.0
4,78,0.0
4,53,0.0
4,51,1.0
4,106,0.0
5,48,0.0
5,60,1.0
5,16,0.0
5,79,0.0
5,66,0.0
5,78,0.0
5,27,1.0
5,57,0.0
5,19,0.0
5,42,1.0
5,4,1.0
5,7,1.0
5,5,1.0
5,46,0.0
5,67,1.0
5,50,0.0
5,24,1.0
5,71,1.0
5,51,1.0
5,59,1.0
5,2,0.0
5,10,1.0
5,15,1.0
5,41,1.0
5,75,1.0
5,64,0.0
5,20,1.0
5,49,1.0
5,62,1.0
5,23,1.0
5,17,1.0
5,11,1.0
5,76,1.0
5,37,0.0
5,73,0.0
5,22,1.0
5,69,0.0
5,88,0.0
5,56,0.0
5,74,0.0
5,6,1.0
5,54,0.0
5,28,0.0
5,39,0.0
5,32,0.0
5,12,1.0
5,26,1.0
5,31,1.0
5,40,0.0
5,55,0.0
5,53,0.0
6,82,1.0
6,3,1.0
6,2,1.0
6,18,1.0
6,86,1.0
6,25,1.0
6,108,1.0
6,89,1.0
6,11,1.0
6,22,0.0
6,81,1.0
6,12,1.0
6,80,1.0
6,24,1.0
6,17,1.0
6,111,0.0
6,6,1.0
6,88,0.0
6,84,0.0
6,85,0.0
6,110,1.0
6,107,1.0
6,83,1.0
6,14,1.0
6,104,1.0
6,21,1.0
6,106,0.0
6,23,0.0
7,47,1.0
7,60,1.0
7,74,0.0
7,73,0.0
7,54,1.0
7,88,0.0
7,19,0.0
7,92,0.0
7,37,0.0
7,50,1.0
7,108,0.0
7,90,0.0
7,42,1.0
7,103,0.0
7,67,1.0
7,11,1.0
7,1,0.0
7,86,1.0
7,57,0.0
7,18,1.0
7,22,0.0
7,107,0.0
7,98,0.0
7,5,1.0
7,9,0.0
7,109,0.0
7,66,0.0
7,70,1.0
7,69,0.0
7,75,0.0
7,106,0.0
7,10,1.0
7,44,1.0
7,38,1.0
7,21,1.0
7,39,0.0
7,52,1.0
7,104,0.0
7,83,0.0
7,102,0.0
7,63,1.0
7,91,0.0
7,15,1.0
7,45,1.0
7,56,1.0
7,72,0.0
7,101,0.0
7,97,0.0
7,23,0.0
7,40,1.0
7,17,1.0
