user_id,item_id,score
1,1,1.0
2,8,0.0
2,4,0.0
2,5,1.0
2,9,0.0
2,10,1.0
3,4,0.0
3,17,1.0
3,24,0.0
3,22,0.0
3,13,1.0
3,11,1.0
3,15,1.0
3,20,1.0
3,7,1.0
3,5,0.0
3,12,0.0
3,18,1.0
4,4,0.0
4,9,0.0
4,7,1.0
4,12,0.0
4,6,0.0
5,28,1.0
5,32,1.0
5,27,1.0
5,47,1.0
5,62,1.0
5,53,1.0
5,60,0.0
5,54,1.0
5,37,1.0
5,11,1.0
5,33,1.0
5,40,1.0
5,29,1.0
5,34,1.0
5,36,1.0
5,38,1.0
5,4,1.0
5,57,1.0
5,45,1.0
5,49,1.0
5,25,1.0
5,5,1.0
5,52,1.0
5,61,0.0
5,39,1.0
5,59,1.0
5,56,1.0
5,12,1.0
6,21,0.0
6,19,1.0
6,5,0.0
6,14,0.0
6,20,0.0
6,13,0.0
6,22,1.0
6,23,0.0
6,10,0.0
6,43,0.0
6,12,0.0
6,8,0.0
6,17,0.0
6,4,0.0
6,16,0.0
7,6,0.0
7,11,0.0
7,10,1.0
7,4,0.0
7,42,0.0
7,12,0.0
8,72,1.0
8,85,1.0
8,69,1.0
8,81,1.0
8,61,1.0
8,68,1.0
8,83,1.0
8,70,1.0
8,82,1.0
8,79,1.0
8,77,1.0
8,67,1.0
8,44,1.0
8,74,1.0
8,80,1.0
8,43,1.0
8,60,1.0
10,44,0.0
10,42,1.0
11,92,0.0
11,90,0.0
11,91,1.0
11,89,1.0
12,92,0.0
12,89,0.0
12,91,1.0
12,93,0.0
13,90,0.0
13,93,0.0
13,89,1.0
13,92,0.0
14,89,0.0
14,87,1.0
14,92,0.0
14,90,0.0
15,91,0.0
15,87,0.0
15,93,0.0
15,90,0.0
16,92,0.0
16,93,0.0
16,90,0.0
16,89,0.0
17,92,0.0
17,93,0.0
17,88,0.0
17,87,0.0
18,92,0.0
18,93,0.0
18,89,1.0
18,87,1.0
19,90,0.0
19,92,0.0
19,89,0.0
19,87,1.0
20,90,0.0
20,93,0.0
20,88,1.0
20,92,0.0
21,92,0.0
21,90,0.0
21,93,0.0
21,91,0.0
22,91,0.0
22,90,0.0
22,92,0.0
22,87,0.0
23,89,0.0
23,93,0.0
23,88,1.0
23,87,0.0
24,93,1.0
24,87,1.0
24,89,0.0
24,88,0.0
25,92,0.0
25,93,0.0
25,88,0.0
25,89,0.0
26,89,0.0
26,93,0.0
26,88,0.0
26,92,0.0
27,87,0.0
27,89,0.0
27,93,0.0
27,88,1.0
28,92,0.0
28,89,1.0
28,91,0.0
28,93,1.0
29,89,0.0
29,87,0.0
29,88,0.0
29,90,0.0
30,92,0.0
30,90,0.0
30,89,0.0
30,88,0.0
31,87,1.0
31,90,0.0
31,93,0.0
31,91,1.0
32,88,0.0
32,89,1.0
32,92,0.0
32,87,1.0
33,91,1.0
33,90,0.0
33,93,0.0
33,88,0.0
34,90,0.0
34,91,1.0
34,89,0.0
34,92,0.0
35,93,0.0
35,89,0.0
35,87,0.0
35,88,1.0
36,87,0.0
36,89,0.0
36,93,0.0
36,88,0.0
37,87,0.0
37,92,0.0
37,91,0.0
37,88,0.0
38,89,0.0
38,87,1.0
38,90,0.0
38,93,0.0
39,92,0.0
39,88,0.0
39,89,0.0
39,87,1.0
40,88,0.0
40,92,0.0
40,87,0.0
40,93,0.0
41,87,0.0
41,88,0.0
41,89,0.0
41,92,0.0
42,87,0.0
42,92,0.0
42,89,0.0
42,93,0.0
43,89,0.0
43,93,0.0
43,91,0.0
43,92,0.0
44,87,1.0
44,89,0.0
44,91,0.0
44,90,0.0
45,93,0.0
45,89,0.0
45,90,0.0
45,92,0.0
46,88,0.0
46,87,0.0
46,89,0.0
46,93,0.0
47,88,0.0
47,87,0.0
47,93,0.0
47,91,1.0
48,90,0.0
48,91,0.0
48,87,0.0
48,92,0.0
49,92,0.0
49,88,0.0
49,87,0.0
49,91,1.0
50,93,0.0
50,91,1.0
50,87,0.0
50,88,0.0
51,89,0.0
51,87,1.0
51,92,0.0
51,91,1.0
52,92,0.0
52,88,0.0
52,89,1.0
52,87,1.0
53,93,0.0
53,91,0.0
53,88,0.0
53,90,0.0
54,92,0.0
54,93,0.0
54,88,0.0
54,87,1.0
55,93,0.0
55,87,0.0
55,89,0.0
55,91,1.0
56,95,0.0
57,88,1.0
57,92,0.0
57,87,0.0
57,90,0.0
58,87,0.0
58,96,0.0
58,91,0.0
58,90,0.0
58,94,0.0
58,88,0.0
59,88,0.0
59,92,0.0
59,93,0.0
59,89,0.0
60,91,1.0
60,87,0.0
60,90,0.0
60,92,0.0
61,89,0.0
61,87,0.0
61,90,0.0
61,93,0.0
62,87,0.0
62,90,0.0
62,88,0.0
62,91,1.0
63,91,1.0
63,90,0.0
63,87,1.0
63,88,0.0
64,87,1.0
64,92,0.0
64,90,0.0
64,91,0.0
65,89,0.0
65,90,0.0
65,92,0.0
65,91,0.0
66,91,1.0
66,87,1.0
66,88,1.0
66,90,0.0
67,90,0.0
67,88,0.0
67,92,0.0
67,93,0.0
68,89,0.0
68,88,0.0
68,92,0.0
68,93,0.0
69,92,0.0
69,91,1.0
69,89,0.0
69,88,1.0
70,93,0.0
70,91,1.0
70,92,1.0
70,89,0.0
71,87,1.0
71,90,0.0
71,89,0.0
71,91,1.0
72,89,0.0
72,87,0.0
72,93,0.0
72,92,0.0
73,91,0.0
73,89,0.0
73,92,0.0
73,88,0.0
74,93,0.0
74,92,0.0
74,91,1.0
74,88,0.0
75,92,0.0
75,91,1.0
75,90,0.0
75,87,0.0
76,92,0.0
76,93,0.0
76,87,0.0
76,88,0.0
77,90,0.0
77,92,0.0
77,91,0.0
77,93,0.0
78,88,1.0
78,92,0.0
78,87,0.0
78,90,0.0
79,89,0.0
79,90,0.0
79,88,0.0
